listing_id,update_time,listing_name,location_address,orgnization,orgnization_1,orgnization_2,orgnization_3,orgnization_4,orgnization_888,orgnization_1_desc,orgnization_2_desc,orgnization_3_desc,orgnization_4_desc,orgnization_other_desc,diversegroup,diversegroup_1,diversegroup_2,diversegroup_3,diversegroup_4,diversegroup_5,diversegroup_6,diversegroup_888,diversegroup_other_desc,listing_desc,location_x,location_y,location_desc,facilities,facilities_1,facilities_2,facilities_3,facilities_4,facilities_888,facilities_other_desc,specialproductionmethods,specialproductionmethods_1,specialproductionmethods_2,specialproductionmethods_3,specialproductionmethods_4,specialproductionmethods_5,specialproductionmethods_6,specialproductionmethods_7,specialproductionmethods_8,specialproductionmethods_9,specialproductionmethods_10,specialproductionmethods_11,specialproductionmethods_12,specialproductionmethods_13,specialproductionmethods_14,specialproductionmethods_888,specialproductionmethods_other_desc,saleschannel_onlineorder,saleschannel_onlineorder_1,saleschannel_onlineorder_2,saleschannel_onlineorder_3,saleschannel_onlineorder_888,saleschannel_onlineorder_2_desc,saleschannel_onlineorder_3_desc,saleschannel_onlineorder_other_desc,saleschannel_phoneorder,saleschannel_csaorder,saleschannel_csaorder_1,saleschannel_csaorder_2,saleschannel_csaorder_3,saleschannel_csaorder_1_desc,saleschannel_csaorder_2_desc,saleschannel_csaorder_3_desc,saleschannel_deliverymethod,saleschannel_deliverymethod_1,saleschannel_deliverymethod_2,saleschannel_deliverymethod_3,saleschannel_deliverymethod_2_desc,acceptedpayment,acceptedpayment_1,acceptedpayment_2,acceptedpayment_3,acceptedpayment_4,acceptedpayment_5,acceptedpayment_6,acceptedpayment_7,acceptedpayment_888,acceptedpayment_7_desc,acceptedpayment_other_desc,FNAP,FNAP_1,FNAP_2,FNAP_3,FNAP_888,FNAP_3_desc,FNAP_other_desc
700433,2014-08-04 16:28:26,Brookwood Fruit Farm,"7845 Bordman Road, Almont, Michigan 48003",,,,,,,,,,,,,,,,,,,,,,-83.029178,42.890456,"Six miles north of Romeo on Bordman Road, 1/2 mile east of M-53/Van Dyke",Hand washing station(s);Flush toilets;Picnic areas without tables;Picnic areas with tables;,1,1,1,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700434,2014-07-28 00:50:30,Wil farm,"1002 Highway 19, Hermann, Missouri 65041",,,,,,,,,,,,,,,,,,,,,,-91.468241,38.773117,"10 miles South of interstate 70, on hwy. 19. Or 5 miles Northof the bridge over the Missouri River in Hermann, on hwy. 19.",Picnic areas with tables;,0,0,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700435,2014-10-01 12:06:28,Wild Rose Strawberry Farm,"7645 N 429 Road, Adair, Oklahoma 74330",,,,,,,,,,,,,,,,,,,,,,-95.368498,36.418079,Take Highway 28 west out of Adair.turn left on 429 road,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700436,2014-08-07 15:51:05,Apples and More Baker Mountain Farm,"351 Pioneer Lane, Spencer, Tennessee 38585",,,,,,,,,,,,,,,,,,,,,,-85.508244,35.6268090,"Check our website for seasonal activities, hours of operation, and directions to the farm.  We are an Educational Farm that explores the world of outdoor imagination and fun.",Hand washing station(s);Picnic areas with tables;,1,0,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Debit card/Credit card;,0,0,1,0,0,1,0,0,,,,0,0,0,0,,
700437,2014-07-26 19:36:44,Burr Oak Farm LLC,"1121 220th Street, Winterset, Iowa 50273",,,,,,,,,,,,,,,,,,,,,,-94.218255,41.331685,"From Exit 100 on I 80 turn south to stop sign (about 10 miles). At stop sign turn right to first gravel road. Turn right on gravel road. Follow grovel road about a mile to \""Y\"" Turn left at \""Y\"" and we are at top of hill.",,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,SNAP;,0,1,0,0,,
700438,2014-08-08 16:29:38,Sunbright Farm,"4575 Goodman Rd, Adams, Tennessee 37010",,,,,,,,,,,,,,,,,,,,,,-87.090102,36.5341940,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,
700439,2014-07-27 18:02:37,Phils UPickIt,"780N 500W, Huntington, Indiana 46750",,,,,,,,,,,,,,,,,,,,,,-85.549335,40.839561,"Formally Huntington U-Pick-It.  From SR9 turn west on 100N.  Drive to next crossroad, 500W, turn left.  There will be a little white church on the corner.  Drive passed 1 house on the right, over a small bridge/creek and make next right.  You have arrived.",,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;,0,0,1,0,0,0,0,0,,,,0,0,0,0,,
700440,2015-05-31 11:52:09,Wakulla Berries,"252 Wakulla Springs Road, Crawfordville, Florida 32327",,,,,,,,,,,,,,,,,,,,,,-84.314653,30.2932220,,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700441,2014-10-21 13:22:20,Hazel Creek Vineyard,"23060 Hazel Road, Sterling, Illinois 61081",,,,,,,,,,,,,,,,,,,,,,-89.815149,41.816303,"From Interstate 88 take Exit 36, US 30 West.  From stop sign, travel 2.6 miles on US 30 West.  Turn right onto Habben Road.  Travel 1.7 miles.  Turn right on Hazel Road and travel 1/2 mile.",Picnic areas with tables;,0,0,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700442,2014-07-26 21:03:02,Vest Berries and Produce,"18170 Mush Run Road, Stewart, Ohio 45778",,,,,,,,,,,,,,,,,,,,,,-81.947508,39.3380933,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,
700443,2014-09-03 20:34:51,Bronkberry Farms,"18061 S. Bronk Road, Plainfield, Illinois 60586",,,,,,,,,,,,,,,,,,,,,,-88.189393,41.554524,1/2 mile east of rt.59 on Bronk Rd. between Black Rd. and Caton Farm Rd.,Picnic areas without tables;Picnic areas with tables;,0,0,1,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700444,2014-07-29 16:34:04,Vaughan Farms Produce,"1258 Princess Anne Road, Virginia Beach, Virginia 23457",,,,,,,,,,,,,,,,,,,,,,-76.026145,36.67243,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,
700445,2015-03-23 17:43:30,Pike Hole Family Farm,"359 130th Street, Amery, Wisconsin 54001",,,,,,,,,,,,,,,,,,,,,,-92.427783,45.259556,"We are 1 mile south of Little Falls, Wisconsin on Cty Rd C",Flush toilets;,0,1,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700446,2014-07-27 16:20:38,Oakachoy Nursery and Blueberry Farm,"363 Coosa County Road 98, Equality, Alabama 36026",,,,,,,,,,,,,,,,,,,,,,-86.108406,32.761773,"From 231 at Wetumpka turn on to hiway 9 north go about 17 miles to Equality turn left onto co rd 98, 1/8 mile on lt. From 280  turn south onto hiway 9 go 17 miles to Equality, turn right onto 98 1/8 mile on left. #old co rd 2 west.",Hand washing station(s);Flush toilets;Picnic areas without tables;Picnic areas with tables;,1,1,1,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700447,2015-04-17 19:06:03,Uncle Johnnys UPick Farm,"18561 Surface Creek Road, Cedaredge, Colorado 81413",,,,,,,,,,,,,,,,,,,,,,-107.90992,38.923679,,Picnic areas without tables;,0,0,1,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700448,2014-11-27 17:46:04,Ufford Hills Pumpkin Patch and Corn Maze,"3691 East Main Street, Vermillion, South Dakota 57069",,,,,,,,,,,,,,,,,,,,,,-96.877792,42.779161,"1 mile and 130 feet east of golf course on main street, Drive is on the South side of the road.",Flush toilets;Picnic areas without tables;Picnic areas with tables;,0,1,1,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700449,2014-10-02 18:22:03,The Blueberry Patch,"0540 County Road 5, Corunna, Indiana 46730",,,,,,,,,,,,,,,,,,,,,,-85.170414,41.510023,"The Blueberry Patch is located directly west of the home address, just go north of 0540 County Road 5 to the intersection of County Road 4 and go west---\""follow the signs\"" to The Blueberry Patch, return to \""The Weigh Station\"" (the red shed) to weigh and pay.",,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700450,2014-07-26 18:03:06,Turners Fresh Market & Greenhouse,"E208 State Highway 54, Waupaca, Wisconsin 54981",,,,,,,,,,,,,,,,,,,,,,-89.184127,44.352231,7 miles west of waupaca near Hartmann creek state park,Picnic areas without tables;Picnic areas with tables;,0,0,1,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,SNAP;,0,1,0,0,,
700451,2014-08-06 18:52:48,Tri-Lakes Orchards,"15920 US highway 160, Forsyth, Missouri 65653",,,,,,,,,,,,,,,,,,,,,,-93.032275,36.729878,Tomato and Beef Farm; 302 Landon RoadVegetable Farm: On Beaver Creek below Weideker Sawmill,Hand washing station(s);,1,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700452,2014-07-28 11:44:59,Barrett Orchards,"1209 Pecks Canyon Road, Yakima, Washington 98908",,,,,,,,,,,,,,,,,,,,,,-120.57392,46.6184160,"West hwy 12 to N.40th ave exit, West on Powerhouse to Pecks Canyon rd",Hand washing station(s);Flush toilets;Picnic areas without tables;Picnic areas with tables;,1,1,1,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700453,2014-08-28 13:36:50,Trace View Farm,"5985 Fly Hollow Road, Santa Fe, Tennessee 38482",,,,,,,,,,,,,,,,,,,,,,-87.180602,35.813344,"The berry field is located at 6172 Old Natchez Trace Road, Santa Fe, TN 38482.",,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700454,2014-09-30 09:26:28,Town Line Dairy Farm,"64 Williams Street, Upton, Massachusetts 01568",,,,,,,,,,,,,,,,,,,,,,-71.634137,42.1713805,Cut road between route 140 and route 122,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700455,2014-07-27 06:37:18,Adams Farms,"69676 Cr376 (40th Ave), Hartford, Michigan 49057",,,,,,,,,,,,,,,,,,,,,,-86.220746,42.257492,Corner of CR 376 (40th ave) and 70th st Van Buren Co.,Hand washing station(s);Picnic areas with tables;,1,0,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700456,2014-07-27 04:09:20,Toms Raspberries,"W13702 highway 60, Prairie Du Sac, Wisconsin 53578",,,,,,,,,,,,,,,,,,,,,,-89.680302,43.307907,2 miles east of Prairie du sac on hwy 60across from Pulvermacher road. Or 10 miles west of Lodi on 60.,Hand washing station(s);Flush toilets;,1,1,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700457,2015-03-28 16:21:09,Moody Family Farm,"311 Ellen Street, Oneonta, Alabama 35121",,,,,,,,,,,,,,,,,,,,,,-86.452663,33.962313,From Hwy 75 North turn right onto Ellen Street. In one block follow gravel road to the left of TLC Nursing Home Sign. Continue to end of gravel road.,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700458,2015-03-23 22:28:13,Appel Farms,"5909 Elm Springs Road, Springdale, Arkansas 72762",,,,,,,,,,,,,,,,,,,,,,-94.195752,36.193514,1 mile west of I-49 on Elm Springs Rd.,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700459,2014-07-29 14:53:06,Seven Gables Farm,"4487 Elder Road Post Office Box 216, Gray Summit, Missouri 63089",,,,,,,,,,,,,,,,,,,,,,-90.862958,38.492664,"Hwy 44 west to the Washington exit, first right on to hwy 100 east, lefthand turn after Coleman Elementary on to Coleman rd, first left turn on to Elder Rd, top of hill look to the right see farm and put your blinker on to turn at 4487",Hand washing station(s);Flush toilets;Picnic areas with tables;,1,1,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700460,2014-07-28 09:45:50,Chisholm Trail Farm LLC,"1010 CS 2930, Tuttle, Oklahoma 73089",,,,,,,,,,,,,,,,,,,,,,-97.777551,35.245987,I-44 south to Hwy 37. 10 miles west to CS 2930/S. Frisco Rd. South 3 miles...,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Debit card/Credit card;,0,0,1,0,0,1,0,0,,,,0,0,0,0,,
700461,2014-07-27 18:31:37,The McCanns Farm,"1065 Aura Rd, Elk Township, New Jersey 08343",,,,,,,,,,,,,,,,,,,,,,-75.136814,39.690294,Just off exit 48 of route 55,Picnic areas with tables;,0,0,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;Farmer\'s Market Nutrition Vouchers;,0,0,1,1,0,1,0,1,,Farmer\'s Market Nutrition Vouchers,SNAP;,0,1,0,0,,
700462,2014-07-26 19:55:10,Greener Pasture Farm,"18456 Pitts Rd, Wellington, Ohio 44090",,,,,,,,,,,,,,,,,,,,,,-82.241906,41.2160269,,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700463,2014-08-28 23:03:26,The Extraordinary Berry,"3091 Riverside Road, Benton Harbor, Michigan 49022",,,,,,,,,,,,,,,,,,,,,,-86.397710,42.167229,"From I-94,take Exit 34N to US 31/196N-Exit 4,turn right, then next two lefts to 3091 Riverside Rd.(1.5 mi.) From St. Joseph. North M-63 to Maple Lane,turn right 1.5 mi. Left on Riverside Rd. to Pier Rd.",Hand washing station(s);Picnic areas with tables;,1,0,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700464,2015-03-24 08:59:28,Thedfords Blueberry Patch,"100 John Deere Dr., Spring City, Tennessee 37381",,,,,,,,,,,,,,,,,,,,,,-84.865813,35.665743,,Hand washing station(s);Flush toilets;Picnic areas with tables;,1,1,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700465,2014-07-26 20:03:14,Fresh Start Family Farms LLC.,"23700 E 42nd Avenue, Aurora, Colorado 80019",,,,,,,,,,,,,,,,,,,,,,-104.71048,39.7746330,,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;,0,0,1,0,0,0,0,0,,,,0,0,0,0,,
700466,2014-07-31 09:13:20,Swartz's Pumpkin Patch,"232 North High Street in Arendtsville, Biglerville, Pennsylvania 17307",,,,,,,,,,,,,,,,,,,,,,-77.302631,39.926690,3/10 mile west on route 234 from the Exxon in Arendtsville,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Debit card/Credit card;FMNP checks;,0,0,1,0,0,1,0,1,,FMNP checks,,0,0,0,0,,
700467,2014-07-28 16:29:59,Sunnyland Berry Farm,"6688 West State Highway 10, Booneville, Arkansas 72927",,,,,,,,,,,,,,,,,,,,,,-94.025639,35.1725090,"Approximately 7 miles West of Booneville, AR on State Hwy. 10.",Hand washing station(s);Flush toilets;Picnic areas with tables;,1,1,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700468,2014-10-22 18:36:25,Sun Mountain Farm,"3000 North Canyon Road, Camino, California 95709",,,,,,,,,,,,,,,,,,,,,,-120.72219,38.7496880,0.7 mile from the intersection of Carson Road and North Canyon Road,Hand washing station(s);Picnic areas with tables;,1,0,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700469,2014-09-30 11:40:06,Suberis Blueberry Farm,"27608 County Road 65, Loxley, Alabama 36551",,,,,,,,,,,,,,,,,,,,,,-87.708242,30.6289090,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,
700470,2014-07-27 11:24:46,Tom Styer Farm  & Market,"215 Shady Lane, Muncy, Pennsylvania 17756",,,,,,,,,,,,,,,,,,,,,,-76.775489,41.212668,Just off L-180 and RT 405  behind Muncy hospital,Hand washing station(s);,1,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,SNAP;,0,1,0,0,,
700471,2014-08-28 14:02:11,Stoney Brook Farm,"6427 South Farm Road 225, Nacogdoches, Texas 75964",,,,,,,,,,,,,,,,,,,,,,-94.503789,31.4432005,"3 miles west of loop 224 going toward Lake Nacogdoches, turn left in front of the old Sinclair gas station sign.",Hand washing station(s);Flush toilets;Picnic areas with tables;,1,1,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700472,2014-08-26 11:06:01,Maxs Miracle Ranch,"3476 Smith Avenue, Biggs, California 95917",,,,,,,,,,,,,,,,,,,,,,-121.69067,39.4320010,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,
700473,2014-09-21 13:03:33,Random Gardens,"177 Random Road, Calais, Vermont 5648",,,,,,,,,,,,,,,,,,,,,,-72.490576,44.393099,"Intersection of Random Road and West County Road in Calais, Vermont",Picnic areas without tables;,0,0,1,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700474,2014-07-27 20:42:43,North River Adventure Farm,"2768 U.s. highway 65 / 69, Carlisle, Iowa 50047",,,,,,,,,,,,,,,,,,,,,,-93.567492,41.486184,1.5 miles south of hwy 5 bypass on u.s. hwy 65/69West side of hwy just pass the north river what for signs.,Hand washing station(s);Flush toilets;Picnic areas with tables;,1,1,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,,0,0,0,0,,
700475,2014-07-26 20:13:31,Starberry Farm,"47 & 81 Kielwasser Road, Washington Depot, Connecticut 06794",,,,,,,,,,,,,,,,,,,,,,-73.335148,41.664623,off Route 202 between New Preston and Washington Depot,Picnic areas with tables;,0,0,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700476,2014-09-17 07:14:56,Glovers Blueberries,"4612 S. Calhoun Road, Plant City, Florida 33567",,,,,,,,,,,,,,,,,,,,,,-82.165974,27.9509030,,Hand washing station(s);Flush toilets;,1,1,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;,0,0,1,0,0,0,0,0,,,,0,0,0,0,,
700477,2014-09-18 09:10:55,Sun Seasons,"1504 County Road 532. Post Office Box 103, Hondo, Texas 78861",,,,,,,,,,,,,,,,,,,,,,-99.146618,29.308190,"We do not keep regular hours so call ahead to make sure we are open!  From the intersection of US 90 and Hwy 462 go south about 2.5 miles to intersection with CR 532, then west 1.8 miles to 1504 C.R. 532.",Picnic areas with tables;,0,0,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700478,2014-07-29 22:34:32,Henrietta Creek Orchard,"14255 Old Denton Road, Roanoke, Texas 76262",,,,,,,,,,,,,,,,,,,,,,-97.297603,32.986277,"2/3 of a mile east of i35, left on old Denton road, one mile north on old Denton road, Henrietta creek orchard on the left side of the road",,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,
700479,2014-07-26 18:26:13,Springerridge,"8 Miles SW, Gettysburg, South Dakota 57442",,,,,,,,,,,,,,,,,,,,,,-100.02100,44.940829,,Hand washing station(s);Flush toilets;,1,1,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700480,2014-07-26 20:50:22,Candellas Farm,"9256 River Road, Marcy, New York 13403",,,,,,,,,,,,,,,,,,,,,,-75.275666,43.1382071,Next to Marcy Beverage Center,Hand washing station(s);Flush toilets;,1,1,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,You pick is cash & checks,,0,0,0,0,,
700481,2014-08-03 11:01:07,Annie's Flower Farm,"Northwest corner of intersection at Woodcock/KItchen-Dick, Sequim, Washington 98382",,,,,,,,,,,,,,,,,,,,,,-123.20010,48.1161285,"Approximately three miles west of our old flower farm at The Cutting Garden on the same road: Woodcock. From the east, take Sequim Avenue exit all the way to Woodcock, turn left and continue for about four miles. Or turn right onto Kitchen-Dick from Highway 101 west of Sequim, after you pass Carlsborg Road. From Port Angeles, take Old Olympic Highway to Kitchen-Dick and turn left. Woodcock is about one mile north.",Picnic areas with tables;,0,0,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;,0,0,1,1,0,0,0,0,,,,0,0,0,0,,
700482,2014-09-16 11:47:09,Bunker Creek Berry Patch,"214 Bunker Creek Rd, Adna, Washington 98522",,,,,,,,,,,,,,,,,,,,,,-123.08175,46.638590,,,0,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;,0,0,1,0,0,0,0,0,,,,0,0,0,0,,
700483,2014-07-27 12:44:55,Sheepscot General at Uncas Farm,"98 Townhouse, Whitefield, Maine 04353",,,,,,,,,,,,,,,,,,,,,,-69.610080,44.2196226,,Flush toilets;Picnic areas with tables;,0,1,0,1,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Cash;Personal Checks;Debit card/Credit card;,0,0,1,1,0,1,0,0,,,SNAP;,0,1,0,0,,
