listing_id,update_time,listing_name,location_address,orgnization,orgnization_1,orgnization_2,orgnization_3,orgnization_4,orgnization_888,orgnization_1_desc,orgnization_2_desc,orgnization_3_desc,orgnization_4_desc,orgnization_other_desc,diversegroup,diversegroup_1,diversegroup_2,diversegroup_3,diversegroup_4,diversegroup_5,diversegroup_6,diversegroup_888,diversegroup_other_desc,listing_desc,location_x,location_y,location_desc,location_site,location_site_otherdesc,location_indoor,specialproductionmethods,specialproductionmethods_1,specialproductionmethods_2,specialproductionmethods_3,specialproductionmethods_4,specialproductionmethods_5,specialproductionmethods_6,specialproductionmethods_7,specialproductionmethods_8,specialproductionmethods_9,specialproductionmethods_10,specialproductionmethods_11,specialproductionmethods_12,specialproductionmethods_13,specialproductionmethods_14,specialproductionmethods_888,specialproductionmethods_other_desc,saleschannel_onlineorder,saleschannel_onlineorder_1,saleschannel_onlineorder_2,saleschannel_onlineorder_3,saleschannel_onlineorder_2_desc,saleschannel_onlineorder_3_desc,saleschannel_onlineorder_other_desc,saleschannel_phoneorder,saleschannel_csaorder,saleschannel_csaorder_1,saleschannel_csaorder_2,saleschannel_csaorder_3,saleschannel_csaorder_1_desc,saleschannel_csaorder_2_desc,saleschannel_csaorder_3_desc,saleschannel_csa_vendor,saleschannel_csa_vendor_1,saleschannel_csa_vendor_2,saleschannel_deliverymethod,saleschannel_deliverymethod_1,saleschannel_deliverymethod_2,saleschannel_deliverymethod_3,saleschannel_deliverymethod_2_desc,acceptedpayment,acceptedpayment_1,acceptedpayment_2,acceptedpayment_3,acceptedpayment_4,acceptedpayment_5,acceptedpayment_6,acceptedpayment_7,acceptedpayment_888,acceptedpayment_7_desc,acceptedpayment_other_desc,FNAP,FNAP_1,FNAP_2,FNAP_3,FNAP_4,FNAP_5,FNAP_888,SNAP_option,SNAP_option_1,SNAP_option_2,FNAP_3_desc
300436,2021-01-06 11:12:40,Twin Bridges ALL YEAR Farmers' Market,"Main Street City Park and Fairgrounds, Twin Bridges , Montana 59754",,,,,,,,,,,,,,,,,,,,,,-112.33373,45.542747,Main St. City Park and Fairgrounds,,Main St. City Park and Fairgrounds,Part of the time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,
300438,2021-01-04 20:30:49,Ida Area Farmers' Market,"2nd Street, Ida Grove, Iowa 51445",,,,,,,,,,,,,,,,,,,,,,-95.470874,42.345173,"on the North side of 2nd street, across from the King Theater, downtown Ida Grove",,"on the sidewalk on the north side of 2nd Street, downtown Ida Grove",No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,
300439,2020-08-09 17:30:46,iowa falls farmers' market,"Corner of Rocksylvania Ave. anb Stevens St., Iowa Falls, Iowa 50126",,,,,,,,,,,,,,,,,,,,,,-93.264356,42.521222,North east corner of Estes park,,City park,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,1,1,0,Some/all market vendors will accept EBT through individual POS;,0,1,
300441,2020-08-09 17:36:19,Eldora Farmers Market,"Corner of Edgington Ave. and 14th Street, Eldora, Iowa 50627",,,,,,,,,,,,,,,,,,,,,,-93.100656,42.360510,Across the street from the post office south.,,Privately owned vacant lot.,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,1,1,0,Some/all market vendors will accept EBT through individual POS;,0,1,
300443,2020-09-11 09:55:21,East Point Farmers Market,"2757 East Point St., East Point , Georgia 30344",,,,,,,,,,,,,,,,,,,,,,-84.442141,33.679488,City Hall Lawn Area,Local government building grounds;,,Part of the time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,0,1,0,1,1,0,Accept EBT at a central location;,1,0,
300444,2021-02-01 23:34:22,Muldoon Farmers Market,"1301 Muldoon Road, Anchorage, Alaska 99504",,,,,,,,,,,,,,,,,,,,,,-149.73118,61.2089910,Chanshtnu Muldoon Park,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;,1,0,0,1,1,0,,0,0,
300449,2020-09-11 18:34:33,Oxnard Farmers Market,"500 South C Street, Oxnard, California 93030",,,,,,,,,,,,,,,,,,,,,,-119.18027,34.197980,Plaza Park,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,Senior Farmers Market Nutrition Program;,0,0,0,0,1,0,,0,0,
300450,2021-01-05 13:44:13,Edenton Farmers Market,"200 North Broad St, Edenton, North Carolina 27932",,,,,,,,,,,,,,,,,,,,,,-76.607401,36.062086,Corner of North Broad St and East Gale St,Private business parking lot;,,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,
300452,2020-08-03 11:41:37,The West River Farmers Market,"2242 N. Main St., Londonderry, Vermont 05148",,,,,,,,,,,,,,,,,,,,,,-72.821619,43.228259,"Intersection of Rt 100 and Rt 11 in Londonderry, VT",,Williams Park - Londonderry VT,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,
300453,2021-01-25 12:21:26,Down to Earth Ossining Farmers Market,"Near the corner of Spring & Main Streets, Ossining, New York 10562",,,,,,,,,,,,,,,,,,,,,,-73.863410,41.160793,Municipal parking lot next to Market Square,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,
300454,2021-01-25 12:16:12,Down to Earth Mamaroneck Winter Farmers Market,"Harbor Island Park, Mamaroneck, New York 10543",,,,,,,,,,,,,,,,,,,,,,-73.730404,40.944797,In the driveway to the beach pavilion,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,
300455,2021-01-04 09:38:07,Maple Valley Farmers' Market,"25719 Maple Valley Black Diamond Road, Maple Valley, Washington 98038",,,,,,,,,,,,,,,,,,,,,,-122.02336,47.367729,Maple Valley Legacy Site,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,
300458,2020-09-11 17:33:18,Low-Line Market at Southport,"3410 N Southport Ave, Chicago, Illinois 60657",,,,,,,,,,,,,,,,,,,,,,-87.664233,41.9438160,Under the auxiliary exit of the Southport CTA Brown Line station,,Auxiliary exit of the CTA Brown Line station,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,
300467,2021-01-07 06:40:36,Wytheville Farmers Market,"210 W. Spring Street, Wytheville , Virginia 24368",,,,,,,,,,,,,,,,,,,,,,-81.083367,36.9486397,Downtown Wytheville,Local government building grounds;,,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,
300468,2020-08-04 13:07:36,City of Pittsburgh Carrick Farmers Market,"1529 Brownsville Road, Pittsburgh , Pennsylvania 15210",,,,,,,,,,,,,,,,,,,,,,-79.988803,40.400201,,,Pavillion,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,
300469,2021-02-01 14:02:01,Grandin Village Farmers Market,"2080 Westover Ave SW, Roanoke, Virginia 24015",,,,,,,,,,,,,,,,,,,,,,-79.978064,37.265053,Located in the large parking lot behind the Grandin CoLab,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,
300474,2020-12-29 10:07:00,"Athens Farmers Market, LLC","705 Sunset Dr, Athens, Georgia 30606",,,,,,,,,,,,,,,,,,,,,,-83.412131,33.9644564,Under the Pavilion at Bishop Park,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,
300475,2020-12-29 10:08:50,"Athens Farmers Market, L.L.C.","271 W Hancock Ave, Athens, Georgia 30601",,,,,,,,,,,,,,,,,,,,,,-83.380247,33.959088,Under the pavilion at Creature Comforts Brewery,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,
300476,2021-01-04 09:58:14,BMI Farmers' Market,"1415 Key Highway, Baltimore, Maryland 21230",,,,,,,,,,,,,,,,,,,,,,-76.601326,39.273864,Baltimore Museum of Industry pavilion,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,
300479,2021-01-26 09:05:30,Lebanon Farmers Market,"579 Exeter Road, Lebanon, Connecticut 06249",,,,,,,,,,,,,,,,,,,,,,-72.212877,41.635781,"Town Hall, intersection of Routes 207 and 87.",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,
300480,2021-01-04 10:04:06,Fulton County Farmers Market,", Rochester, Indiana 46975",,,,,,,,,,,,,,,,,,,,,,-86.215833,41.0647645,East side parking lot of Courthouse,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;,0,0,0,1,0,0,,0,0,
300483,2020-08-01 12:13:25,Huguenot-Robious Farmers Market,"2051 Huguenot Road, Richmond, Virginia 23236",,,,,,,,,,,,,,,,,,,,,,-77.610398,37.5195160,in the parking lot of The Great Big Greenhouse,Private business parking lot;,,Part of the time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,
300485,2021-01-06 08:50:58,Davenport Farmers' Market,"North Park Mall east entrance, Davenport, Iowa 52804",,,,,,,,,,,,,,,,,,,,,,-90.571154,41.562863,mall parking lot in front of Pennies East entrance,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,1,1,0,Some/all market vendors will accept EBT through individual POS;,0,1,
300487,2020-12-30 11:32:30,Seacoast Eat Local Winter Farmers' Market - Exeter High School,"1 Blue Hawk Drive, Exeter, New Hampshire 03833",,,,,,,,,,,,,,,,,,,,,,-71.000312,43.0168516,Exeter High School,Educational institution;,,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,
300492,2021-01-04 15:59:24,Columbia Farmers Fresh Market,"5th Street & Riverside Drive, Columbia, Tennessee 38401",,,,,,,,,,,,,,,,,,,,,,-87.030480,35.6187845,Find us at Riverwalk Park on 5th Street and Riverside Drive.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,1,1,0,0,0,0,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1,
300498,2020-09-10 22:33:56,Wapello County Farmers Market,", Ottumwa, Iowa 52501",,,,,,,,,,,,,,,,,,,,,,-92.425855,41.017422,Northwest Quadrant of Greater Ottumwa Park between the dog park and the Central Addition Shelter House.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,1,1,0,Some/all market vendors will accept EBT through individual POS;,0,1,
300499,2020-08-03 17:39:28,Cotton Mill Farmers Market,"609 Dixie Street, Carrollton, Georgia 30117",,,,,,,,,,,,,,,,,,,,,,-85.072740,33.571347,One block north of Tanner Medical Center. Plenty of parking at rear of market,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,
300502,2020-08-03 15:23:12,Caledonia Farmers Market Association - Danville,", Danville, Vermont 05828",,,,,,,,,,,,,,,,,,,,,,-72.140337,44.411036,on the Danville Green,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,
300503,2020-12-29 11:13:28,Caledonia Farmers Market Association - Winter,"Pearl St, St. Johnsbury, Vermont 05819",,,,,,,,,,,,,,,,,,,,,,-72.016831,44.417224,municipal parking lot behind Anthony's Restaurant,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,
300504,2020-08-03 11:24:55,Wilkes County Farmers' Market,"842 CBD Loop, North Wilkesboro, North Carolina 28659",,,,,,,,,,,,,,,,,,,,,,-81.145200,36.159075,Located in the Yadkin Valley Marketplace downtown.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;SNAP;Accept EBT at a central location;;,1,1,0,0,0,0,Accept EBT at a central location;,1,0,
300506,2021-01-05 15:04:15,Haymaker Farmers' Market,"Franklin Avenue & Summit Street, Kent, Ohio 44240",,,,,,,,,,,,,,,,,,,,,,-81.360033,41.150692,city parking lot below Haymaker Parkway bridge,Closed-off public street;,,Part of the time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,
300510,2021-01-28 11:36:05,Manson Farmers Market,", Manson , Iowa 50563",,,,,,,,,,,,,,,,,,,,,,-94.539507,42.527104,Watertower Park,Local government building grounds;,City Park,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;,1,0,0,1,1,0,,0,0,
300513,2020-12-28 18:20:26,Morgan County Farmers' Market Association,"Main St. & Indiana St., Martinsville , Indiana 46151",,,,,,,,,,,,,,,,,,,,,,-86.428695,39.423392,The Main Connection lawn,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,
300516,2020-12-28 18:14:05,Morgan County Farmers' Market Association,"Monroe & Main St., Mooresville , Indiana 46158",,,,,,,,,,,,,,,,,,,,,,-86.379609,39.6128060,Friends Church parking lot,Faith-based institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,
300517,2021-01-04 17:19:08,Watford Market,"501 7th St SE, Watford City, North Dakota 58854",,,,,,,,,,,,,,,,,,,,,,-103.27139,47.797315,at the Kent Pelton Nature Park,Local government building grounds;,City Park,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,
300524,2021-01-04 10:15:44,Bottineau Farmers Market,"6th Street and Main Street, Bottineau, North Dakota 58318",,,,,,,,,,,,,,,,,,,,,,-100.44594,48.8262788,Center of town on just off Main Street on 6th Street West by the Armory,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,
300527,2021-01-05 11:48:03,Main Street Dyersburg Farmers Market,"335 Clark Ave. South, Dyersburg, Tennessee 38024",,,,,,,,,,,,,,,,,,,,,,-89.389549,36.030081,"Forked Deer River Park in Downtown Dyersburg, TN",,Market owned property within a public park,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,Senior Farmers Market Nutrition Program;,0,0,0,0,1,0,,0,0,
300529,2021-01-26 17:05:10,Delcambre Seafood & Farmers Market,"605 S Railroad (Hwy 330), Delcambre , Louisiana 70528",,,,,,,,,,,,,,,,,,,,,,-91.982453,29.941659,"Bayou Carlin Cove Boat Landing & Pavilion, 605 South Railroad (Hwy 330) in Delcambre",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,0,1,0,0,1,0,Accept EBT at a central location;,1,0,
300530,2021-01-27 12:51:52,Livonia Wilson Barn Farmers Market,"29350 W. Chicago, Livonia, Michigan 48150",,,,,,,,,,,,,,,,,,,,,,-83.331995,42.362596,We are at the NE corner of Middlebelt and W. Chicago Roads. Parking located at Emerson Middle School just east of the barn property.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,
300532,2020-09-14 14:06:12,Farmers' gateway Market,"Eastern Gateway Community College, 4000 Sunset Boulevard, Steubenville, Ohio 43952",,,,,,,,,,,,,,,,,,,,,,-80.669759,40.377613,"Lower college parking lot, corner of Sunset Boulevard and John Scott Highway",Educational institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,
300534,2020-09-16 10:44:03,Stowe Farmers' Market,"1799 Mountain Road, Stowe, Vermont 05672",,,,,,,,,,,,,,,,,,,,,,-72.712004,44.473531,Next to the Red Barn Shops,,Private Business Field,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,
300538,2021-01-26 06:38:09,Peacham Farmers Market,"555 Bayley Hazen Road, Peacham, Vermont 05862",,,,,,,,,,,,,,,,,,,,,,-72.170037,44.327445,Peacham Academy Green,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,0,1,0,0,0,0,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1,
300540,2021-01-06 17:28:07,Portland Farmers Market - Kenton,"N McClellan & N Denver , Portland, Oregon 97217",,,,,,,,,,,,,,,,,,,,,,-122.68679,45.583224,Kenton Station,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,
300542,2021-01-06 17:23:47,Portland Farmers Market - King,"NE 7th and Wygant, Portland, Oregon 97211",,,,,,,,,,,,,,,,,,,,,,-122.65898,45.557097,King Elementary School,,School Parking Lot,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,
300543,2021-01-06 17:22:04,Portland Farmers Market - Lents International,"SE 92nd and Reedway, Portland, Oregon 97266",,,,,,,,,,,,,,,,,,,,,,-122.56858,45.4813183,Just north of SE 92nd and Foster,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,
300544,2021-01-06 17:20:16,Portland Farmers Market - Portland State University,"SW Park and Montgomery, Portland , Oregon 97201",,,,,,,,,,,,,,,,,,,,,,-122.68483,45.512348,South Park Blocks on Portland State University campus,,South Park Blocks at PSU,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,
300545,2021-01-06 17:18:24,Portland Farmers Market - Shemanski Park,"SW Park and Main, Portland , Oregon 97205",,,,,,,,,,,,,,,,,,,,,,-122.68223,45.517125,South Park Blocks behind Arlene Schnitzer Concert Hall,,South Park Blocks,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,
